,x3,x1,x2,target
7325,-1.2985448,1.4479278,1.3739371,2
349,-0.75836825,-0.5530587,0.48458287,1
7218,-0.729302,-1.0712848,1.225236,2
853,0.75762177,0.306438,1.5638733,1
4303,0.27109256,1.5022593,1.0188147,0
2942,0.23768415,1.1625808,0.82761836,0
5421,-0.76378655,1.4244751,-1.4095491,0
6858,0.5383141,0.633279,-0.35260797,0
5271,0.27957115,-0.72866184,1.4972786,0
6095,-0.6928351,0.44992328,-0.34998986,0
4683,-1.5901407,0.71107537,-1.0619928,0
3859,-1.7213113,0.48237294,-1.9528987,0
9231,1.1994573,-0.8413022,-1.4361578,2
6888,0.8002316,0.41200015,0.86043966,0
20,-1.3451389,-1.3212265,2.25832,1
7838,0.18784681,-0.7564305,-1.5133122,2
6871,-0.42782116,-1.081063,-0.46718115,0
2237,0.5983539,0.70130205,0.9217304,0
6869,-1.0594515,-1.1334758,-0.00036063895,0
6502,-0.09259951,-0.2233853,-1.0154659,0
925,0.30750772,1.1469448,-0.7280503,1
791,1.4606949,0.31112972,-0.50258076,1
2793,-0.29330316,-0.09199489,1.424245,0
1020,-1.1665295,1.8915566,0.9785325,0
9516,-0.35366407,0.8701825,-1.3501102,2
3477,-0.26904774,0.5765922,-0.4971117,0
4169,0.6724499,-1.3298318,-1.4695841,0
2460,0.38637683,0.96634763,1.6542902,0
9235,-0.7706823,-2.0026543,0.22029668,2
6008,-0.6785408,0.1246284,-0.32392657,0
1553,0.38487855,-0.75251955,-0.24449396,0
1911,-0.6395915,1.8446546,-0.38418978,0
7753,0.8232972,1.8485631,-1.112096,2
6349,0.34843084,0.68371004,0.3322198,0
1571,0.053946324,0.17389406,2.0628133,0
4634,-1.077631,0.8740917,-0.5856047,0
3140,0.051459827,1.8149495,-2.20176,0
2102,0.17090932,-0.34109408,-0.016540304,0
6847,1.6134075,-0.62619305,0.5339034,0
2032,1.3574555,-1.0497723,-0.8545537,0
7235,-0.4411631,-0.015353478,-0.16961066,2
1497,1.2739072,0.946411,1.149826,0
9698,1.2477449,1.0699378,-0.4971117,2
9330,-1.1159478,-1.6212493,0.19535871,2
4312,-1.6542702,0.096085176,-0.09431831,0
9933,-0.8322325,0.9190471,-0.40009516,2
7032,-1.4897358,1.396723,-0.34998986,2
4163,-0.9198246,0.3435807,0.16156293,0
8460,-0.469323,0.82991755,-0.5632842,2
1083,-1.242122,1.1915075,0.2731407,0
566,1.5090638,0.48432758,0.97291815,1
577,0.5878444,0.2305877,0.62063336,1
6103,0.5363136,-0.13227172,-0.45365915,0
1869,-1.3583789,-1.362298,-1.6256928,0
4417,1.6234922,-0.5855191,0.67317075,0
2802,-1.5602705,1.2556134,0.27714106,0
473,-1.6263696,-0.7259241,-0.36310124,1
3719,-0.7623087,1.0973009,-0.44557106,0
2474,-1.459357,-1.1021848,-0.8426317,0
9956,-1.2524269,-0.72044855,-0.93280953,2
1708,-1.092861,-1.3255292,-2.0071042,0
5570,-1.1326468,0.8353905,-0.07999355,0
4519,-0.26211628,-1.0798898,-0.60243076,0
6640,-0.023092361,-0.11897641,0.06098649,0
3816,0.22522193,1.7981429,1.0529649,0
305,1.4455826,-0.49478656,-0.44557106,1
2606,1.4808469,1.1035556,-0.29293314,0
6863,1.1607387,-0.13422678,0.25097764,0
3809,-0.8051544,-1.6803169,-0.50258076,0
3780,-0.6302217,1.0707195,-1.6291296,0
3672,0.38737562,0.15238944,1.6511147,0
6573,-0.75245684,0.9964475,-0.14753148,0
725,-1.5979745,1.3337909,-0.12805639,1
2715,-0.56609064,-1.8966416,-0.55494785,0
7538,0.98738974,-1.4025872,-1.6947594,2
5187,-1.457397,-0.42908517,-0.7454815,0
3734,0.035051126,0.88894635,1.6669537,0
2338,-0.2522133,-0.4541141,-0.60243076,0
3164,1.6471941,0.95931125,0.0965382,0
5183,0.38787496,1.6347638,-1.0247366,0
1249,0.5743337,0.46829844,0.49170712,0
5382,-0.75984603,-1.026304,0.8381168,0
7620,1.6199627,-0.91835296,0.0407253,2
16,-0.59174794,-1.3298318,-0.16223113,1
2053,1.539302,-0.06188565,1.0502518,0
8041,-0.36701688,1.3470808,1.2390308,2
2772,-0.38086203,-0.005968993,0.73854506,0
2699,-1.0648565,1.1836894,-1.6119663,0
3287,1.1134858,1.3920323,-1.2459248,0
4120,1.4768164,-1.0333447,-1.5948482,0
3011,-0.78250235,-0.33170852,-0.070488684,0
1980,-1.4319133,-0.39662597,-1.0216444,0
9170,-0.22844085,0.7880887,-0.47260427,2
2125,1.5055367,-0.67938274,1.605169,0
9586,-1.7232684,1.1262275,1.0812548,2
9881,-0.6849488,1.2212151,1.0758935,2
4813,1.5246862,-1.8344425,0.31274256,0
936,-1.4162288,1.4893603,0.5802977,1
405,-0.32942584,-0.12093159,-0.6108714,1
6370,1.1421369,0.044472054,-0.38418978,0
4314,1.4420567,-0.5069102,1.4837465,0
6777,-1.5259864,-0.23472582,1.0256869,0
7493,0.08876649,-0.4764057,0.15301724,2
3851,-0.2700379,-1.3450869,-0.9939014,0
9788,0.02212609,0.22433202,1.575896,2
9928,1.0913727,0.049164265,0.26712394,2
2958,0.7085148,-1.2946283,0.27714106,0
8595,-1.6821663,1.455745,-0.55772454,2
7831,-1.2818655,-1.2519926,0.17007,2
3487,0.75712055,-1.4589146,0.47743207,0
2740,0.69649184,-0.25701597,-1.28802,0
7445,-1.2332888,-1.3267027,-1.0901158,2
8021,0.61987644,0.35218194,-0.59120506,2
1665,0.10120651,-0.3004235,-0.46989125,0
4667,-1.7296283,0.9901931,0.19326465,0
2547,-0.04395201,0.2775055,0.23263371,0
4828,1.1828622,-1.0184816,-0.07999355,0
7165,-0.44313928,0.027267644,-0.9846882,2
8305,-0.21754289,-0.0036228418,1.2823946,2
8801,1.4047863,-0.7771594,-1.1310103,2
7959,0.77265865,-1.5085926,-0.38154647,2
9643,0.30650973,-0.06579579,0.011127017,2
9226,-1.3132603,-0.4791433,-1.2717919,2
8443,-0.2061478,-1.013397,0.116270766,2
6389,-1.6234325,-1.0974908,1.25523,0
9807,-0.4238675,0.14808851,0.48101106,2
1152,-1.0800874,-0.21165371,0.05200489,0
3386,1.036106,0.5793288,-1.399601,0
1162,1.4576725,0.45422384,0.4540031,0
6459,0.09871837,0.626633,-0.49165124,0
6240,1.1677774,-0.40992248,-1.4863662,0
4047,0.719537,-1.6216409,0.23263371,0
1342,0.8744589,0.10546948,-1.9601033,0
3991,-0.40656912,0.041344155,0.7369749,0
2939,1.0230464,-1.7053523,-1.3402618,0
3698,-0.316562,-1.2930636,-1.1404929,0
7403,-1.1351024,1.5526816,-0.8724954,2
3587,-1.5426396,-0.8170529,-0.42142004,0
7316,1.2723976,0.7118574,0.7259525,2
5971,-0.19524671,0.9710383,0.6305902,0
3911,-0.8140168,-1.3834205,-0.40009516,0
5270,1.4425603,-0.8499067,0.2731407,0
2088,-1.1758577,0.4933196,0.48814857,0
8956,1.4254352,-1.2218744,2.2997797,2
4811,-1.0967906,-0.43143168,0.23058361,0
3023,-0.7322581,0.54023397,2.5844307,0
9541,-0.22893628,1.128182,-2.1980424,2
4805,0.66343546,-1.4166691,-1.2041463,0
7603,-1.17684,-1.4690847,0.7942785,2
4588,-0.4273268,0.80294394,0.13581091,0
8942,1.012499,-1.0548568,-0.13291177,2
8832,0.3159902,-1.164376,1.756987,2
8740,-1.068787,1.7832903,-1.6222589,2
3284,0.99592644,1.5120311,0.90729487,0
5551,1.0843377,-1.3826381,-0.29293314,0
9725,0.9135969,1.6050578,0.6925234,2
3718,-0.5088315,1.0394471,-0.34476033,0
1217,1.3186957,-1.2613803,0.29503056,0
2266,-0.7233891,0.5331968,0.7259525,0
8000,-0.2749886,-1.789065,1.9927193,2
9188,0.15845755,0.13518538,-0.78643334,2
2182,-0.8612729,-1.7264762,-2.0763268,0
9410,-0.9871987,0.19187973,-0.8784915,2
5731,0.25613177,-0.30003232,0.85450983,0
3125,-0.97785705,0.6551716,-1.4228389,0
573,1.3393326,1.2454503,0.06546354,1
5347,-0.16203827,1.5995855,1.0745512,0
4877,0.6639362,1.790326,-0.35260797,0
134,-0.6997351,-0.2390275,-0.38154647,1
1053,-0.3061706,1.5859052,-0.4780357,0
6707,1.6179456,1.3545076,1.1935803,0
2430,0.9191173,0.7744063,0.82310325,0
1116,-1.2607683,-1.4945104,0.29898188,0
3012,1.1763256,-1.6130348,1.1052251,0
7708,-1.0722266,-1.5747,-0.67332643,2
6667,0.9497351,1.5370468,-0.35785025,0
1427,0.44632322,-0.17997883,-0.34998986,0
3371,0.96529764,-1.3169239,1.1025736,0
124,-1.5627192,-0.7967151,0.7354038,1
6986,-1.592589,0.73765874,-0.81592274,0
47,1.2819581,-0.79788834,0.5286794,1
2280,0.08279621,0.17154813,0.87666196,0
8903,0.85740256,-1.0036187,-1.3533965,2
8776,1.3831332,-1.3235735,-0.6934037,2
3448,-1.6126623,-0.49283123,-0.5884037,0
3634,-1.426522,-1.1158744,-1.9889915,0
5495,-0.11095754,1.4764615,-1.0901158,0
9621,0.15497142,-1.9185481,0.98971814,2
7839,-0.48216495,0.38932404,-0.8784915,2
9056,-0.9955566,1.5792606,2.2352264,2
421,-0.11591854,0.3404528,-0.22936009,1
2289,-1.3765205,-1.2950193,0.0407253,0
2467,0.38987243,1.4580908,0.6828701,0
2766,0.46931282,0.9038015,1.9351717,0
7992,0.14202455,1.2599134,1.2365288,2
4980,-1.6126623,0.30878392,0.57859886,0
3949,-0.023092361,0.89481014,1.943737,0
7747,0.07732375,0.7497776,0.12280548,2
5643,0.7786739,1.1567174,1.607324,0
7474,-0.71846163,1.5245389,-0.5884037,2
9603,1.0587124,-1.4702582,0.53911346,2
2528,-0.5147564,0.9389836,0.6256183,0
2044,0.98889637,0.53749734,0.39130476,0
5201,-0.7105772,0.032350898,-0.34214863,0
9181,-0.3007269,-1.7174789,0.15515746,2
7228,1.358966,-2.156396,1.3177366,2
3259,-0.33783573,-0.57652396,0.16369337,0
2868,-0.14319716,1.6050578,0.23058361,0
5220,0.02958254,0.47103518,-1.2620782,0
8259,-0.17244841,-0.4666287,0.36295396,2
3293,1.3373193,-1.3008865,0.64871573,0
985,0.767145,-0.80258185,-0.8784915,1
5613,-1.6997827,-0.10959144,-0.08475948,0
7921,-0.9011304,0.69348353,-0.43213293,2
7845,1.3217155,0.06206763,-0.93280953,2
4793,-0.6243036,-0.7118443,-0.5300497,0
6356,1.2341624,-0.63323283,2.3073325,0
9922,0.24217094,-1.1847153,0.21202321,2
6829,-0.18880437,-0.57222193,0.4081082,0
4765,0.7155287,1.2274694,0.4792222,0
9902,0.39686453,-0.12132244,-0.69052947,2
6319,-0.6489602,-0.37902775,-0.7425713,0
3013,-1.5690852,1.6922204,0.48636657,0
8095,0.16742258,0.5343697,0.24284844,2
2711,-1.143942,1.1778257,-1.4528483,0
6010,-0.30913958,0.7673696,0.64049727,0
4371,1.2080073,-1.1890181,0.12062976,0
2246,0.24566105,1.6011491,0.70372736,0
7069,1.0979059,-0.23472582,0.8079816,2
6280,-0.6563561,-1.4327067,0.23263371,0
9750,0.8664321,-0.2773508,-0.39478478,2
1034,1.1059467,-1.2848492,0.6860931,0
6627,0.5833407,0.6356246,-2.0653548,0
6887,-0.90949404,0.6735457,1.6701102,0
1835,1.5816439,0.28337038,-0.6249796,0
826,0.36240917,0.98511106,0.16794679,1
7478,0.8915176,0.9010651,0.11190247,2
6265,0.89703697,1.0722831,1.442705,0
1254,-1.0707525,-0.17176688,1.020191,0
8596,-0.25419396,0.28141537,0.047500186,2
7793,0.5668288,-1.5531856,-0.48892394,2
4441,-0.5552335,-0.004013807,1.9560632,0
3525,-0.17343977,-0.79397714,0.14012676,0
3307,1.3977362,-0.4740593,-0.17701006,0
7444,0.37139615,-1.2476902,-0.17948116,2
7223,-1.1699666,-0.015353478,0.47564018,2
6469,-1.4564168,1.2751579,0.9785325,0
1277,-1.0004728,-0.66960514,-0.120789915,0
3123,0.9657996,0.30291927,0.7774073,0
4736,1.164258,-1.5062456,-0.33432645,0
1831,-1.2852999,1.3916414,1.1986741,0
2470,-0.6563561,-1.0920151,-0.60243076,0
5386,1.4793355,-1.387332,-0.28011042,0
6800,1.1893995,-0.78732836,-1.4294949,0
9624,0.9231324,1.0171654,-0.5828072,2
3689,-0.79087436,1.2145698,0.31469965,0
2241,1.2754165,1.4369831,-2.4662373,0
8960,1.4652287,1.0875285,1.3261901,2
2943,-1.3314075,0.25209183,-1.0901158,0
7524,1.2839708,0.39988008,0.19953968,2
2244,-1.3176749,-0.16199084,-1.046436,0
3205,-1.1753671,0.75134146,-1.0995244,0
3687,-0.8912903,-1.1894093,0.094334036,0
2385,-1.2220004,-1.5856527,-0.5772191,0
8657,0.18186843,1.4428465,1.1485264,2
4317,1.1416342,0.3349792,-1.0402266,0
8164,0.8604124,0.26890412,-0.9877573,2
1784,-0.09954636,-1.3180974,0.25300387,0
5672,0.09274703,1.7981429,-0.8426317,0
3087,-0.8445385,-1.1788483,-0.87549263,0
1709,1.2512665,-1.2465165,-0.6533483,0
4236,0.44332504,-0.90427256,0.92747766,0
7936,1.2220904,0.17623998,0.59720474,2
9978,-1.6337122,0.9030194,0.48458287,2
4428,1.0009482,0.81975365,1.3406134,0
773,-0.4836465,-1.2508193,-0.5828072,1
4370,1.3640006,-1.2120955,-0.5162895,0
5682,-0.039979104,0.98902047,-0.28011042,0
8028,0.7596266,1.5049955,-1.5471584,2
3883,0.40086022,1.4498818,2.0764465,0
9794,-1.6126623,-1.0982729,1.5352303,2
5543,-0.28983864,0.6786277,0.39879215,0
3273,1.5231742,-0.8851075,-1.6843536,0
4244,1.0913727,1.7649202,-0.0026653016,0
7651,-0.30815005,-0.31958535,0.48992887,2
1069,0.77265865,0.585193,0.17219074,0
6112,1.1949314,1.5796516,-0.68191886,0
5397,0.23220053,-1.9338048,1.1846393,0
6227,-0.51771855,-0.61758894,0.3534052,0
9926,0.12609276,-1.5105482,0.48101106,2
6823,1.0185261,-0.018090593,-1.6670464,0
947,0.79772466,0.44718665,-1.0402266,1
9559,-1.2617499,0.14026852,-1.0216444,2
9001,0.746596,0.8842556,1.0325375,2
4358,-0.24676608,-1.5328449,0.17642488,0
7217,-0.20020187,0.84633636,0.9188508,2
949,1.3972324,-1.8852968,0.4738466,1
4536,-1.316694,0.36156517,1.951329,0
3318,1.2467387,-0.015353478,0.09874023,0
9077,-1.0879484,-1.4432678,0.73068357,2
7565,-1.563209,-0.73061746,-0.8485887,2
1149,-0.9399914,0.9815931,0.17853832,0
7569,-1.6802088,-0.8346532,0.1422812,2
9021,-1.1400131,-1.9721414,0.8336238,2
9440,0.707513,0.8764371,0.09874023,2
7083,-0.14914742,1.7426412,0.54257905,2
3142,0.45531857,1.2821939,-0.6676084,0
6337,0.3539221,0.85767305,-0.30065262,0
5978,1.6386206,1.1082462,0.08327689,0
1648,0.9733309,0.06949682,-1.4762914,0
2827,1.6456811,-0.3555636,-0.5800123,0
422,-0.75935316,1.5679255,1.4712772,1
7745,0.9025566,-0.35830107,0.94462895,2
2819,0.19382554,0.48041818,-1.2459248,0
6766,1.3604765,1.7086366,-1.2717919,0
9383,1.2361746,-0.62345546,0.9757272,2
5213,1.7309324,-0.27304924,-0.007281133,0
4986,-1.2185647,0.2653853,-0.22182237,0
7564,0.5483183,-1.2304796,1.2848487,2
856,-1.6586753,0.9761204,-1.0433302,1
4420,0.07881614,-0.09512321,0.68770236,0
434,-0.6948065,-0.72435975,-0.17454149,1
1043,1.6340821,1.0859647,0.18696801,0
3230,0.8634222,-1.6235965,0.17430921,0
3542,-0.7366923,-0.428303,0.20162642,0
2150,1.5352697,0.942893,0.31665468,0
3143,-1.1287178,-0.4642822,1.063784,0
7811,0.37589014,-1.6924435,1.2201998,2
6021,-0.9163812,0.56994617,0.3399525,0
1253,1.1159986,0.507785,-1.2233894,0
6945,0.5183089,-1.0470344,1.4633102,0
5387,0.9929134,-0.51277643,0.9346404,0
4082,1.1019262,0.82444465,1.5451816,0
3206,-1.6865706,0.18796998,1.6330472,0
4700,1.69713,-0.05523793,0.13797012,0
3095,0.23220053,-0.076353766,0.43211424,0
3498,-0.5053751,-1.7342995,0.7164569,0
1246,-0.3249731,1.0199019,-1.4128687,0
907,1.0330921,0.6172505,-1.3962886,1
760,0.6073628,-1.0047922,-0.25970623,1
2723,-0.18037911,0.2325427,-0.7425713,0
3285,0.2925405,0.21221122,0.53911346,0
8131,0.39386803,1.007002,-0.26734167,2
8511,1.1723028,-1.1870623,-0.30065262,2
7415,0.929657,0.115635395,-0.32652336,2
1944,0.42283955,0.9557928,-0.39478478,0
580,-0.1357585,0.88112813,1.9035369,1
1061,-1.0653478,1.0500017,-0.25462684,0
3075,-1.5935682,1.2094882,2.0509458,0
3212,0.6674419,0.2677311,-1.1945502,0
9471,0.3439384,0.29197198,1.2737851,2
4858,1.045148,0.00888973,1.283622,0
4017,-0.9399914,0.2286327,-0.7454815,0
3653,-0.40755767,1.3541166,-0.10872385,0
6857,1.0672536,-0.83230656,-1.1595095,0
5925,-0.96753126,-1.7640296,0.45218873,0
9606,0.64240474,-0.29142904,-0.76006246,2
1803,-1.6454599,-0.057975166,0.5717891,0
6620,-0.7140268,-1.2019256,0.94320464,0
7574,0.6864736,1.339263,-0.42409503,2
64,1.5403098,1.0902649,-0.49165124,1
